,Engine Size(L),Cylinders,CO2 Emissions(g/km)
0,1.5480555100590727,1.2214837722297476,1.5840432504174478
1,-0.8624356186984955,-0.8618591083245429,-0.25793336970092406
2,2.20546218153841,1.2214837722297476,0.5922096857383244
3,-1.2276615472981272,-1.3826948284631155,-1.4072008335354638
4,0.23324216710039924,0.17981233195260227,-0.08475608062996605
5,-0.13198376149923233,0.17981233195260227,0.6236964655694077
6,0.8906488385797363,1.2214837722297476,1.6627601999951558
7,-0.8624356186984955,-0.8618591083245429,-0.8246954066604231
8,2.20546218153841,1.2214837722297476,0.009704258863283783
9,-0.13198376149923233,0.17981233195260227,0.19862493784978344
10,-1.008525990138348,-0.8618591083245429,-2.399034398214587
11,-0.13198376149923233,0.17981233195260227,-0.46259743860296537
12,-0.13198376149923233,0.17981233195260227,-0.2736767596164657
13,-0.8624356186984955,-0.8618591083245429,-0.478340828518507
14,-0.2050289472191587,0.17981233195260227,0.27734188742749166
15,-0.35111931865901114,0.17981233195260227,0.24585510759640836
16,1.4750103243391468,2.2631552125068928,1.7729639294039472
17,-0.8624356186984955,-0.8618591083245429,-0.8246954066604231
18,-0.13198376149923233,0.17981233195260227,0.26159849751195
19,-0.8624356186984955,-0.8618591083245429,-0.8089520167448814
20,-0.5702548758187903,-0.8618591083245429,-0.6357747276739234
21,-0.4972096900988639,-0.8618591083245429,0.13565137818761688
22,-0.8624356186984955,-0.8618591083245429,-0.8246954066604231
23,0.30628735282032565,0.17981233195260227,0.26159849751195
24,0.5984680957000308,1.2214837722297476,1.3321490117687815
25,-0.4972096900988639,-0.8618591083245429,-1.7535554116773797
26,-0.13198376149923233,0.17981233195260227,0.35605883700519986
27,-0.8624356186984955,-0.8618591083245429,-0.33665031927863226
28,0.23324216710039924,0.17981233195260227,-0.6830048974205483
29,-0.13198376149923233,0.17981233195260227,-0.6357747276739234
30,-0.8624356186984955,-0.8618591083245429,-1.5174045629442552
31,2.3515525529782626,1.2214837722297476,2.0248581680526136
32,-0.8624356186984955,-0.8618591083245429,-0.24218997978538243
33,-0.13198376149923233,1.2214837722297476,0.607953075653866
34,0.30628735282032565,0.17981233195260227,0.009704258863283783
35,0.8906488385797363,1.2214837722297476,0.9857944336268654
