,Engine Size(L),Cylinders,CO2 Emissions(g/km)
0,0.30628735282032565,0.17981233195260227,-0.10049947054550769
1,1.8402362529387783,1.2214837722297476,0.7653869748092824
2,-0.8624356186984955,-0.8618591083245429,-1.2025367646334224
3,-0.13198376149923233,0.17981233195260227,0.7024134151471159
4,-0.13198376149923233,1.2214837722297476,1.22194528235999
5,2.20546218153841,1.2214837722297476,1.9933713882215303
6,0.5984680957000308,1.2214837722297476,1.048767993289032
7,-0.4972096900988639,-0.8618591083245429,-0.44685404868742373
8,-0.13198376149923233,0.17981233195260227,0.02544764877882542
9,-1.1546163615782008,-0.8618591083245429,-2.5092381276233784
10,1.8402362529387783,1.2214837722297476,1.1432283327822819
11,0.23324216710039924,0.17981233195260227,0.30882866725857494
12,-0.8624356186984955,-0.8618591083245429,-0.11624286046104933
13,-1.3007067330180535,-0.8618591083245429,-1.391457443619922
14,-0.8624356186984955,-0.8618591083245429,-0.33665031927863226
15,-0.8624356186984955,-0.8618591083245429,-2.2258571091436288
16,-0.4972096900988639,-0.8618591083245429,-2.1628835494814624
17,0.30628735282032565,0.17981233195260227,1.1117415529511985
18,-0.8624356186984955,-0.8618591083245429,-0.10049947054550769
19,-0.8624356186984955,-0.8618591083245429,-1.4701743931976303
20,-0.8624356186984955,-0.8618591083245429,-0.69874828733609
21,0.30628735282032565,0.17981233195260227,0.07267781852545034
22,0.30628735282032565,0.17981233195260227,0.2930852773430333
23,0.23324216710039924,0.17981233195260227,0.9228208739646988
24,-0.8624356186984955,-0.8618591083245429,-0.5885445579272985
25,0.23324216710039924,0.17981233195260227,0.655183245400491
26,0.014106609940620424,0.17981233195260227,-0.1477296402921326
27,1.328919952899294,1.2214837722297476,0.43477578658290805
28,-0.8624356186984955,-0.8618591083245429,-1.6905818520152132
29,-1.2276615472981272,-0.8618591083245429,-1.265510324295589
30,0.23324216710039924,0.17981233195260227,0.8598473143025323
31,0.23324216710039924,0.17981233195260227,1.5525564705863644
32,0.16019698138047286,0.17981233195260227,0.43477578658290805
33,0.379332538540252,0.17981233195260227,1.0330246033734902
34,-0.8624356186984955,-0.8618591083245429,-1.218280154548964
35,-0.13198376149923233,0.17981233195260227,0.46626256641399133
36,0.30628735282032565,0.17981233195260227,-0.21070319995429915
37,-0.4972096900988639,-0.8618591083245429,-0.7774652369137981
38,-0.13198376149923233,0.17981233195260227,-0.3996238789407988
39,0.23324216710039924,0.17981233195260227,0.26159849751195
40,-1.1546163615782008,-0.8618591083245429,-2.1156533797348374
41,-0.13198376149923233,-0.8618591083245429,-0.525570998265132
42,-1.3007067330180535,-0.8618591083245429,-0.9034123562381312
43,2.20546218153841,1.2214837722297476,1.1117415529511985
44,-0.5702548758187903,-0.8618591083245429,-0.69874828733609
45,2.3515525529782626,1.2214837722297476,0.7339001949781991
46,-0.8624356186984955,-0.8618591083245429,-0.8089520167448814
